customer_id,month,mrr,country
C0005,2023-04-01,999,CA
C0005,2023-05-01,999,CA
C0005,2023-06-01,999,CA
C0005,2023-07-01,399,CA
C0005,2023-09-01,149,CA
C0005,2023-10-01,999,CA
C0005,2023-12-01,999,CA
C0006,2021-03-01,999,IN
C0006,2021-04-01,399,IN
C0006,2021-05-01,49,IN
C0006,2021-06-01,399,IN
C0006,2021-07-01,149,IN
C0006,2021-08-01,149,IN
C0006,2021-09-01,999,IN
C0006,2021-10-01,149,IN
C0006,2021-11-01,49,IN
C0006,2021-12-01,999,IN
C0006,2022-01-01,49,IN
C0006,2022-03-01,149,IN
C0006,2022-04-01,399,IN
C0006,2022-05-01,149,IN
C0006,2022-06-01,149,IN
C0006,2022-07-01,149,IN
C0006,2022-08-01,49,IN
C0006,2022-09-01,999,IN
C0006,2022-10-01,399,IN
C0006,2022-11-01,49,IN
C0006,2022-12-01,49,IN
C0006,2023-01-01,49,IN
C0006,2023-02-01,999,IN
C0006,2023-05-01,399,IN
C0006,2023-06-01,999,IN
C0006,2023-07-01,999,IN
C0006,2023-08-01,149,IN
C0006,2023-09-01,49,IN
C0006,2023-10-01,49,IN
C0006,2023-11-01,399,IN
C0006,2023-12-01,149,IN
C0007,2021-01-01,49,GB
C0007,2021-02-01,49,GB
C0007,2021-03-01,149,GB
C0007,2021-04-01,999,GB
C0007,2021-06-01,49,GB
C0007,2021-07-01,999,GB
C0007,2021-08-01,149,GB
C0007,2021-09-01,999,GB
C0007,2021-11-01,999,GB
C0007,2022-01-01,149,GB
C0007,2022-02-01,999,GB
C0007,2022-03-01,49,GB
C0007,2022-04-01,49,GB
C0007,2022-05-01,49,GB
C0007,2022-06-01,999,GB
C0007,2022-07-01,399,GB
C0007,2022-09-01,999,GB
C0007,2022-10-01,49,GB
C0007,2022-11-01,149,GB
C0007,2022-12-01,149,GB
C0007,2023-01-01,49,GB
C0007,2023-02-01,149,GB
C0007,2023-04-01,399,GB
C0007,2023-06-01,49,GB
C0007,2023-07-01,999,GB
C0007,2023-09-01,399,GB
C0007,2023-10-01,149,GB
C0007,2023-11-01,999,GB
C0008,2021-01-01,999,GB
C0008,2021-02-01,149,GB
C0008,2021-03-01,149,GB
C0008,2021-04-01,49,GB
C0008,2021-05-01,49,GB
C0008,2021-07-01,399,GB
C0008,2021-09-01,999,GB
C0008,2021-10-01,149,GB
C0008,2021-11-01,399,GB
C0008,2021-12-01,399,GB
C0008,2022-01-01,149,GB
C0008,2022-02-01,399,GB
C0008,2022-03-01,49,GB
C0008,2022-05-01,399,GB
C0008,2022-06-01,149,GB
C0008,2022-07-01,149,GB
C0008,2022-08-01,149,GB
C0008,2022-09-01,149,GB
C0008,2022-11-01,399,GB
C0008,2022-12-01,149,GB
C0008,2023-01-01,999,GB
C0008,2023-02-01,999,GB
C0008,2023-03-01,399,GB
C0008,2023-04-01,399,GB
C0008,2023-05-01,999,GB
C0008,2023-06-01,399,GB
C0008,2023-07-01,49,GB
C0008,2023-08-01,399,GB
C0008,2023-09-01,49,GB
C0008,2023-11-01,999,GB
C0008,2023-12-01,999,GB
C0009,2021-01-01,49,GB
C0009,2021-02-01,399,GB
C0009,2021-03-01,149,GB
C0009,2021-04-01,149,GB
C0009,2021-05-01,399,GB
C0009,2021-06-01,399,GB
C0009,2021-07-01,49,GB
C0009,2021-08-01,49,GB
C0009,2021-10-01,399,GB
C0009,2021-11-01,149,GB
C0009,2021-12-01,149,GB
C0009,2022-01-01,149,GB
C0009,2022-02-01,49,GB
C0009,2022-03-01,149,GB
C0009,2022-04-01,49,GB
C0009,2022-05-01,149,GB
C0009,2022-07-01,149,GB
C0009,2022-08-01,999,GB
C0009,2022-09-01,49,GB
C0009,2022-10-01,49,GB
C0009,2022-12-01,999,GB
C0009,2023-01-01,399,GB
C0009,2023-02-01,149,GB
C0009,2023-03-01,999,GB
C0009,2023-04-01,399,GB
C0009,2023-05-01,149,GB
C0009,2023-07-01,149,GB
C0009,2023-08-01,149,GB
C0009,2023-09-01,399,GB
C0009,2023-10-01,999,GB
C0009,2023-12-01,399,GB
C0010,2021-03-01,399,CA
C0010,2021-04-01,399,CA
C0010,2021-05-01,149,CA
C0010,2021-08-01,999,CA
C0010,2021-09-01,49,CA
C0010,2021-10-01,999,CA
C0010,2021-11-01,149,CA
C0010,2021-12-01,49,CA
C0010,2022-01-01,399,CA
C0010,2022-03-01,149,CA
C0010,2022-04-01,999,CA
C0010,2022-05-01,999,CA
C0010,2022-07-01,999,CA
C0010,2022-08-01,999,CA
C0010,2022-10-01,999,CA
C0010,2022-11-01,149,CA
C0010,2023-02-01,999,CA
C0010,2023-04-01,49,CA
C0010,2023-05-01,49,CA
C0010,2023-07-01,49,CA
C0010,2023-08-01,399,CA
C0010,2023-10-01,999,CA
C0010,2023-11-01,999,CA
C0010,2023-12-01,49,CA
C0011,2021-01-01,399,DE
C0011,2021-02-01,999,DE
C0011,2021-03-01,999,DE
C0011,2021-04-01,999,DE
C0011,2021-05-01,399,DE
C0011,2021-07-01,149,DE
C0011,2021-09-01,399,DE
C0011,2021-11-01,149,DE
C0011,2022-01-01,49,DE
C0011,2022-02-01,149,DE
C0011,2022-03-01,49,DE
C0011,2022-04-01,149,DE
C0011,2022-07-01,149,DE
C0011,2022-08-01,999,DE
C0011,2022-09-01,49,DE
C0011,2022-10-01,999,DE
C0011,2022-11-01,49,DE
C0011,2022-12-01,49,DE
C0011,2023-01-01,149,DE
C0011,2023-02-01,149,DE
C0011,2023-03-01,399,DE
C0011,2023-04-01,49,DE
C0011,2023-05-01,399,DE
C0011,2023-06-01,999,DE
C0011,2023-07-01,399,DE
C0011,2023-08-01,149,DE
C0011,2023-09-01,49,DE
C0011,2023-10-01,49,DE
C0011,2023-12-01,999,DE
C0012,2021-01-01,149,GB
C0012,2021-03-01,149,GB
C0012,2021-04-01,149,GB
C0012,2021-05-01,49,GB
C0012,2021-06-01,999,GB
C0012,2021-07-01,49,GB
C0012,2021-09-01,149,GB
C0012,2021-10-01,49,GB
C0012,2021-11-01,149,GB
C0012,2022-01-01,149,GB
C0012,2022-02-01,49,GB
C0012,2022-03-01,49,GB
C0012,2022-04-01,149,GB
C0012,2022-05-01,999,GB
C0012,2022-06-01,149,GB
C0012,2022-07-01,149,GB
C0012,2022-08-01,49,GB
C0012,2022-09-01,149,GB
C0012,2022-10-01,49,GB
C0012,2022-11-01,49,GB
C0012,2022-12-01,149,GB
C0012,2023-01-01,999,GB
C0012,2023-02-01,149,GB
C0012,2023-05-01,999,GB
C0012,2023-06-01,49,GB
C0012,2023-07-01,399,GB
C0012,2023-08-01,999,GB
C0012,2023-09-01,149,GB
C0012,2023-10-01,399,GB
C0012,2023-11-01,399,GB
C0013,2021-01-01,399,AU
C0013,2021-02-01,399,AU
C0013,2021-03-01,49,AU
C0013,2021-05-01,999,AU
C0013,2021-06-01,149,AU
C0013,2021-08-01,49,AU
C0013,2021-09-01,999,AU
C0013,2021-11-01,149,AU
C0013,2021-12-01,149,AU
C0013,2022-02-01,399,AU
C0013,2022-03-01,399,AU
C0013,2022-04-01,999,AU
C0013,2022-06-01,999,AU
C0013,2022-09-01,399,AU
C0013,2022-10-01,399,AU
C0013,2022-11-01,49,AU
C0013,2022-12-01,149,AU
C0013,2023-01-01,49,AU
C0013,2023-02-01,49,AU
C0013,2023-03-01,399,AU
C0013,2023-05-01,999,AU
C0013,2023-06-01,149,AU
C0013,2023-08-01,149,AU
C0013,2023-09-01,999,AU
C0013,2023-10-01,399,AU
C0013,2023-11-01,399,AU
C0013,2023-12-01,999,AU
C0014,2021-05-01,399,CA
C0014,2021-06-01,149,CA
C0014,2021-07-01,399,CA
C0014,2021-08-01,149,CA
C0014,2021-09-01,49,CA
C0014,2021-10-01,149,CA
C0014,2021-11-01,49,CA
C0014,2022-01-01,49,CA
C0014,2022-04-01,999,CA
C0014,2022-07-01,399,CA
C0014,2022-08-01,399,CA
C0014,2022-09-01,399,CA
C0014,2022-11-01,149,CA
C0014,2022-12-01,49,CA
C0014,2023-01-01,399,CA
C0014,2023-04-01,399,CA
C0014,2023-06-01,149,CA
C0014,2023-07-01,49,CA
C0014,2023-08-01,49,CA
C0014,2023-09-01,49,CA
C0014,2023-10-01,399,CA
C0014,2023-11-01,149,CA
C0014,2023-12-01,149,CA
C0015,2021-01-01,49,IN
C0015,2021-02-01,399,IN
C0015,2021-03-01,999,IN
C0015,2021-04-01,999,IN
C0015,2021-06-01,999,IN
C0015,2021-07-01,49,IN
C0015,2021-08-01,49,IN
C0015,2021-09-01,149,IN
C0015,2021-10-01,399,IN
C0015,2022-01-01,999,IN
C0015,2022-02-01,49,IN
C0015,2022-03-01,399,IN
C0015,2022-04-01,399,IN
C0015,2022-07-01,399,IN
C0015,2022-08-01,399,IN
C0015,2022-09-01,149,IN
C0015,2022-10-01,999,IN
C0015,2022-11-01,399,IN
C0015,2022-12-01,999,IN
C0015,2023-03-01,399,IN
C0015,2023-04-01,399,IN
C0015,2023-06-01,49,IN
C0015,2023-07-01,399,IN
C0015,2023-08-01,49,IN
C0015,2023-10-01,149,IN
C0015,2023-11-01,49,IN
C0016,2021-01-01,49,DE
C0016,2021-02-01,399,DE
C0016,2021-03-01,399,DE
C0016,2021-05-01,49,DE
C0016,2021-06-01,999,DE
C0016,2021-07-01,399,DE
C0016,2021-08-01,149,DE
C0016,2021-09-01,999,DE
C0016,2021-10-01,399,DE
C0016,2021-11-01,149,DE
C0016,2021-12-01,399,DE
C0016,2022-01-01,999,DE
C0016,2022-02-01,399,DE
C0016,2022-03-01,49,DE
C0016,2022-04-01,999,DE
C0016,2022-05-01,149,DE
C0016,2022-06-01,999,DE
C0016,2022-08-01,149,DE
C0016,2022-09-01,49,DE
C0016,2022-10-01,149,DE
C0016,2022-11-01,399,DE
C0016,2023-01-01,399,DE
C0016,2023-02-01,149,DE
C0016,2023-03-01,399,DE
C0016,2023-04-01,999,DE
C0016,2023-05-01,999,DE
C0016,2023-09-01,999,DE
C0016,2023-12-01,149,DE
C0017,2021-02-01,999,AU
C0017,2021-03-01,399,AU
C0017,2021-05-01,49,AU
C0017,2021-06-01,399,AU
C0017,2021-07-01,49,AU
C0017,2021-08-01,149,AU
C0017,2021-10-01,999,AU
C0017,2021-11-01,149,AU
C0017,2021-12-01,49,AU
C0017,2022-01-01,49,AU
C0017,2022-02-01,399,AU
C0017,2022-03-01,399,AU
C0017,2022-04-01,149,AU
C0017,2022-05-01,999,AU
C0017,2022-06-01,49,AU
C0017,2022-08-01,399,AU
C0017,2022-09-01,399,AU
C0017,2022-10-01,399,AU
C0017,2022-11-01,399,AU
C0017,2022-12-01,149,AU
C0017,2023-01-01,149,AU
C0017,2023-02-01,399,AU
C0017,2023-03-01,149,AU
C0017,2023-04-01,999,AU
C0017,2023-05-01,149,AU
C0017,2023-06-01,49,AU
C0017,2023-07-01,999,AU
C0017,2023-08-01,399,AU
C0017,2023-09-01,49,AU
C0017,2023-10-01,149,AU
C0017,2023-12-01,399,AU
C0018,2021-01-01,399,AU
C0018,2021-02-01,999,AU
C0018,2021-03-01,49,AU
C0018,2021-04-01,399,AU
C0018,2021-05-01,399,AU
C0018,2021-06-01,999,AU
C0018,2021-07-01,49,AU
C0018,2021-12-01,999,AU
C0018,2022-01-01,149,AU
C0018,2022-02-01,49,AU
C0018,2022-03-01,399,AU
C0018,2022-04-01,149,AU
C0018,2022-05-01,399,AU
C0018,2022-06-01,399,AU
C0018,2022-07-01,149,AU
C0018,2022-09-01,399,AU
C0018,2022-10-01,399,AU
C0018,2022-11-01,49,AU
C0018,2022-12-01,149,AU
C0018,2023-02-01,999,AU
C0018,2023-03-01,399,AU
C0018,2023-04-01,149,AU
C0018,2023-05-01,999,AU
C0018,2023-06-01,149,AU
C0018,2023-07-01,49,AU
C0018,2023-08-01,999,AU
C0018,2023-09-01,149,AU
C0018,2023-10-01,999,AU
C0018,2023-11-01,999,AU
C0018,2023-12-01,149,AU
C0019,2021-01-01,149,IN
C0019,2021-04-01,999,IN
C0019,2021-05-01,399,IN
C0019,2021-06-01,999,IN
C0019,2021-07-01,399,IN
C0019,2021-08-01,399,IN
C0019,2021-10-01,999,IN
C0019,2021-11-01,49,IN
C0019,2022-01-01,49,IN
C0019,2022-03-01,149,IN
C0019,2022-04-01,49,IN
C0019,2022-05-01,149,IN
C0019,2022-06-01,999,IN
C0019,2022-08-01,399,IN
C0019,2022-09-01,149,IN
C0019,2022-10-01,49,IN
C0019,2022-12-01,999,IN
C0019,2023-01-01,49,IN
C0019,2023-02-01,149,IN
C0019,2023-03-01,999,IN
C0019,2023-04-01,399,IN
C0019,2023-05-01,999,IN
C0019,2023-06-01,399,IN
C0019,2023-08-01,149,IN
C0019,2023-09-01,399,IN
C0019,2023-11-01,149,IN
C0019,2023-12-01,149,IN
C0020,2021-02-01,49,DE
C0020,2021-03-01,999,DE
C0020,2021-04-01,149,DE
C0020,2021-05-01,149,DE
C0020,2021-06-01,49,DE
C0020,2021-08-01,399,DE
C0020,2021-10-01,999,DE
C0020,2021-11-01,999,DE
C0020,2021-12-01,999,DE
C0020,2022-02-01,49,DE
C0020,2022-04-01,399,DE
C0020,2022-05-01,999,DE
C0020,2022-07-01,999,DE
C0020,2022-09-01,999,DE
C0020,2022-10-01,49,DE
C0020,2022-11-01,399,DE
C0020,2022-12-01,49,DE
C0020,2023-01-01,399,DE
C0020,2023-02-01,49,DE
C0020,2023-03-01,399,DE
C0020,2023-04-01,149,DE
C0020,2023-05-01,149,DE
C0020,2023-07-01,49,DE
C0020,2023-08-01,149,DE
C0020,2023-09-01,999,DE
C0020,2023-10-01,149,DE
C0020,2023-11-01,149,DE
C0020,2023-12-01,149,DE
C0021,2021-01-01,999,CA
C0021,2021-02-01,149,CA
C0021,2021-03-01,149,CA
C0021,2021-04-01,149,CA
C0021,2021-07-01,149,CA
C0021,2021-08-01,149,CA
C0021,2021-10-01,999,CA
C0021,2021-12-01,49,CA
C0021,2022-01-01,149,CA
C0021,2022-02-01,999,CA
C0021,2022-03-01,999,CA
C0021,2022-04-01,149,CA
C0021,2022-05-01,399,CA
C0021,2022-07-01,399,CA
C0021,2022-09-01,149,CA
C0021,2022-10-01,999,CA
C0021,2022-11-01,49,CA
C0021,2022-12-01,149,CA
C0021,2023-01-01,999,CA
C0021,2023-02-01,999,CA
C0021,2023-03-01,399,CA
C0021,2023-04-01,999,CA
C0021,2023-05-01,149,CA
C0021,2023-06-01,149,CA
C0021,2023-07-01,999,CA
C0021,2023-08-01,399,CA
C0021,2023-09-01,999,CA
C0022,2021-01-01,49,US
C0022,2021-02-01,49,US
C0022,2021-03-01,49,US
C0022,2021-04-01,49,US
C0022,2021-05-01,399,US
C0022,2021-07-01,999,US
C0022,2021-08-01,999,US
C0022,2021-09-01,49,US
C0022,2021-10-01,399,US
C0022,2021-11-01,149,US
C0022,2021-12-01,999,US
C0022,2022-01-01,149,US
C0022,2022-02-01,999,US
C0022,2022-03-01,399,US
C0022,2022-04-01,49,US
C0022,2022-05-01,149,US
C0022,2022-06-01,399,US
C0022,2022-08-01,399,US
C0022,2022-10-01,999,US
C0022,2022-11-01,999,US
C0022,2022-12-01,399,US
C0022,2023-01-01,49,US
C0022,2023-02-01,399,US
C0022,2023-05-01,999,US
C0022,2023-06-01,399,US
C0022,2023-07-01,49,US
C0022,2023-08-01,399,US
C0022,2023-10-01,399,US
C0023,2021-01-01,49,DE
C0023,2021-02-01,149,DE
C0023,2021-03-01,49,DE
C0023,2021-04-01,149,DE
C0023,2021-05-01,399,DE
C0023,2021-07-01,149,DE
C0023,2021-08-01,399,DE
C0023,2021-09-01,149,DE
C0023,2021-10-01,49,DE
C0023,2021-11-01,999,DE
C0023,2021-12-01,49,DE
C0023,2022-02-01,399,DE
C0023,2022-05-01,149,DE
C0023,2022-06-01,149,DE
C0023,2022-08-01,999,DE
C0023,2022-09-01,399,DE
C0023,2022-10-01,399,DE
C0023,2022-11-01,49,DE
C0023,2023-02-01,149,DE
C0023,2023-04-01,399,DE
C0023,2023-05-01,999,DE
C0023,2023-06-01,49,DE
C0023,2023-07-01,149,DE
C0023,2023-08-01,149,DE
C0023,2023-10-01,399,DE
C0023,2023-12-01,399,DE
C0024,2021-01-01,999,IN
C0024,2021-02-01,399,IN
C0024,2021-03-01,149,IN
C0024,2021-04-01,49,IN
C0024,2021-05-01,999,IN
C0024,2021-06-01,999,IN
C0024,2021-08-01,999,IN
C0024,2021-09-01,999,IN
C0024,2021-10-01,49,IN
C0024,2021-11-01,399,IN
C0024,2021-12-01,999,IN
C0024,2022-02-01,399,IN
C0024,2022-03-01,49,IN
C0024,2022-04-01,149,IN
C0024,2022-05-01,149,IN
C0024,2022-06-01,49,IN
C0024,2022-07-01,49,IN
C0024,2022-10-01,149,IN
C0024,2022-12-01,999,IN
C0024,2023-02-01,399,IN
C0024,2023-03-01,999,IN
C0024,2023-04-01,49,IN
C0024,2023-05-01,399,IN
C0024,2023-06-01,149,IN
C0024,2023-08-01,999,IN
C0024,2023-09-01,399,IN
C0025,2021-01-01,49,AU
C0025,2021-02-01,999,AU
C0025,2021-04-01,149,AU
C0025,2021-05-01,999,AU
C0025,2021-06-01,149,AU
C0025,2021-07-01,399,AU
C0025,2021-08-01,999,AU
C0025,2021-09-01,999,AU
C0025,2021-10-01,49,AU
C0025,2021-12-01,49,AU
C0025,2022-01-01,999,AU
C0025,2022-03-01,49,AU
C0025,2022-04-01,399,AU
C0025,2022-05-01,49,AU
C0025,2022-07-01,999,AU
C0025,2022-08-01,999,AU
C0025,2022-10-01,999,AU
C0025,2022-11-01,49,AU
C0025,2022-12-01,149,AU
C0025,2023-01-01,999,AU
C0025,2023-02-01,49,AU
C0025,2023-03-01,999,AU
C0025,2023-04-01,399,AU
C0025,2023-06-01,149,AU
C0025,2023-07-01,999,AU
C0025,2023-08-01,999,AU
C0025,2023-09-01,149,AU
C0025,2023-10-01,999,AU
C0025,2023-12-01,149,AU
C0026,2021-01-01,399,CA
C0026,2021-02-01,149,CA
C0026,2021-03-01,399,CA
C0026,2021-04-01,149,CA
C0026,2021-05-01,49,CA
C0026,2021-06-01,399,CA
C0026,2021-07-01,399,CA
C0026,2021-08-01,49,CA
C0026,2021-09-01,999,CA
C0026,2021-10-01,149,CA
C0026,2021-12-01,399,CA
C0026,2022-01-01,149,CA
C0026,2022-02-01,49,CA
C0026,2022-03-01,149,CA
C0026,2022-04-01,399,CA
C0026,2022-05-01,149,CA
C0026,2022-06-01,999,CA
C0026,2022-07-01,149,CA
C0026,2022-08-01,149,CA
C0026,2022-09-01,399,CA
C0026,2022-10-01,149,CA
C0026,2022-11-01,49,CA
C0026,2023-01-01,999,CA
C0026,2023-03-01,999,CA
C0026,2023-04-01,999,CA
C0026,2023-05-01,999,CA
C0026,2023-06-01,149,CA
C0026,2023-07-01,999,CA
C0026,2023-09-01,149,CA
C0026,2023-10-01,49,CA
C0026,2023-11-01,399,CA
C0027,2021-01-01,49,DE
C0027,2021-02-01,149,DE
C0027,2021-04-01,49,DE
C0027,2021-05-01,999,DE
C0027,2021-06-01,149,DE
C0027,2021-07-01,49,DE
C0027,2021-09-01,999,DE
C0027,2021-10-01,49,DE
C0027,2021-11-01,399,DE
C0027,2021-12-01,999,DE
C0027,2022-02-01,999,DE
C0027,2022-03-01,149,DE
C0027,2022-04-01,149,DE
C0027,2022-05-01,149,DE
C0027,2022-06-01,399,DE
C0027,2022-09-01,149,DE
C0027,2022-10-01,49,DE
C0027,2023-01-01,49,DE
C0027,2023-02-01,999,DE
C0027,2023-03-01,999,DE
C0027,2023-04-01,999,DE
C0027,2023-06-01,49,DE
C0027,2023-07-01,49,DE
C0027,2023-09-01,999,DE
C0027,2023-10-01,49,DE
C0027,2023-11-01,149,DE
C0028,2021-01-01,399,US
C0028,2021-02-01,399,US
C0028,2021-03-01,999,US
C0028,2021-04-01,999,US
C0028,2021-05-01,399,US
C0028,2021-06-01,999,US
C0028,2021-07-01,399,US
C0028,2021-08-01,149,US
C0028,2021-09-01,149,US
C0028,2021-10-01,399,US
C0028,2021-11-01,149,US
C0028,2021-12-01,49,US
C0028,2022-02-01,149,US
C0028,2022-03-01,49,US
C0028,2022-04-01,49,US
C0028,2022-05-01,999,US
C0028,2022-07-01,149,US
C0028,2022-08-01,399,US
C0028,2022-10-01,149,US
C0028,2022-11-01,149,US
C0028,2022-12-01,49,US
C0028,2023-01-01,399,US
C0028,2023-02-01,399,US
C0028,2023-03-01,149,US
C0028,2023-07-01,399,US
C0028,2023-08-01,149,US
C0028,2023-09-01,999,US
C0028,2023-10-01,999,US
C0028,2023-11-01,49,US
C0028,2023-12-01,49,US
C0029,2021-01-01,399,US
C0029,2021-02-01,149,US
C0029,2021-03-01,49,US
C0029,2021-04-01,149,US
C0029,2021-05-01,149,US
C0029,2021-06-01,999,US
C0029,2021-07-01,49,US
C0029,2021-08-01,399,US
C0029,2021-09-01,999,US
C0029,2021-10-01,149,US
C0029,2021-11-01,399,US
C0029,2021-12-01,999,US
C0029,2022-01-01,149,US
C0029,2022-02-01,999,US
C0029,2022-03-01,999,US
C0029,2022-04-01,999,US
C0029,2022-06-01,149,US
C0029,2022-07-01,999,US
C0029,2022-08-01,399,US
C0029,2022-09-01,399,US
C0029,2022-10-01,399,US
C0029,2022-11-01,399,US
C0029,2022-12-01,399,US
C0029,2023-01-01,399,US
C0029,2023-02-01,399,US
C0029,2023-03-01,999,US
C0029,2023-05-01,49,US
C0029,2023-06-01,149,US
C0029,2023-07-01,999,US
C0029,2023-08-01,999,US
C0029,2023-09-01,999,US
C0029,2023-10-01,399,US
C0029,2023-12-01,149,US
C0030,2021-01-01,999,GB
C0030,2021-02-01,999,GB
C0030,2021-03-01,399,GB
C0030,2021-04-01,49,GB
C0030,2021-05-01,999,GB
C0030,2021-07-01,999,GB
C0030,2021-08-01,149,GB
C0030,2021-09-01,999,GB
C0030,2021-10-01,49,GB
C0030,2021-11-01,149,GB
C0030,2021-12-01,999,GB
C0030,2022-01-01,399,GB
C0030,2022-02-01,399,GB
C0030,2022-03-01,999,GB
C0030,2022-04-01,49,GB
C0030,2022-05-01,399,GB
C0030,2022-07-01,149,GB
C0030,2022-08-01,399,GB
C0030,2022-09-01,999,GB
C0030,2022-10-01,49,GB
C0030,2022-11-01,999,GB
C0030,2023-01-01,49,GB
C0030,2023-02-01,399,GB
C0030,2023-04-01,999,GB
C0030,2023-05-01,399,GB
C0030,2023-06-01,49,GB
C0030,2023-07-01,399,GB
C0030,2023-08-01,149,GB
C0030,2023-09-01,149,GB
C0030,2023-10-01,399,GB
C0030,2023-12-01,49,GB
C0031,2021-01-01,999,GB
C0031,2021-03-01,149,GB
C0031,2021-04-01,399,GB
C0031,2021-06-01,49,GB
C0031,2021-07-01,49,GB
C0031,2021-09-01,49,GB
C0031,2021-10-01,399,GB
C0031,2021-11-01,399,GB
C0031,2021-12-01,49,GB
C0031,2022-01-01,149,GB
C0031,2022-02-01,149,GB
C0031,2022-03-01,49,GB
C0031,2022-04-01,999,GB
C0031,2022-05-01,49,GB
C0031,2022-06-01,49,GB
C0031,2022-08-01,49,GB
C0031,2022-11-01,149,GB
C0031,2022-12-01,399,GB
C0031,2023-01-01,399,GB
C0031,2023-02-01,49,GB
C0031,2023-03-01,49,GB
C0031,2023-04-01,149,GB
C0031,2023-06-01,149,GB
C0031,2023-07-01,49,GB
C0031,2023-08-01,399,GB
C0031,2023-09-01,399,GB
C0031,2023-10-01,999,GB
C0031,2023-11-01,999,GB
C0032,2021-01-01,399,IN
C0032,2021-02-01,999,IN
